player_id,Name,Sex,Team,NOC,Year,Season,City,Sport,Event,Medal,medal_score
168813,Irina (bagryantseva-),F,Soviet Union,URS,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,3
168815,Nataliya Nazarova,F,Russia,RUS,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,1
168817,Nataliya Nazarova,F,Russia,RUS,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,2
168818,Nataliya Nazarova,F,Russia,RUS,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,2
168829,Olga Nazarova,F,Soviet Union,URS,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,Bronze,1
168830,Olga Nazarova,F,Soviet Union,URS,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,3
168832,Olga Nazarova,F,Unified Team,EUN,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,3
168837,Armen Nazaryan,M,Armenia,ARM,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold,3
168838,Armen Nazaryan,M,Bulgaria,BUL,2000,Summer,Sydney,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold,3
168839,Armen Nazaryan,M,Bulgaria,BUL,2004,Summer,Athina,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,1
168846,Saleem Nazim,M,Pakistan,PAK,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Bronze,1
168853,Vladimir Nazlymov,M,Soviet Union,URS,1968,Summer,Mexico City,Fencing,"Fencing Men's Sabre, Team",Gold,3
168854,Vladimir Nazlymov,M,Soviet Union,URS,1972,Summer,Munich,Fencing,"Fencing Men's Sabre, Individual",Bronze,1
168855,Vladimir Nazlymov,M,Soviet Union,URS,1972,Summer,Munich,Fencing,"Fencing Men's Sabre, Team",Silver,2
168856,Vladimir Nazlymov,M,Soviet Union,URS,1976,Summer,Montreal,Fencing,"Fencing Men's Sabre, Individual",Silver,2
168857,Vladimir Nazlymov,M,Soviet Union,URS,1976,Summer,Montreal,Fencing,"Fencing Men's Sabre, Team",Gold,3
168859,Vladimir Nazlymov,M,Soviet Union,URS,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Gold,3
168869,Leif Nss,M,Norway,NOR,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze,1
168923,Martin Ebanga,M,Cameroon,CMR,1984,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,Bronze,1
168955,Wincatherine Ndereba,F,Kenya,KEN,2004,Summer,Athina,Athletics,Athletics Women's Marathon,Silver,2
168956,Wincatherine Ndereba,F,Kenya,KEN,2008,Summer,Beijing,Athletics,Athletics Women's Marathon,Silver,2
168980,Sizwe Ndlovu,M,South Africa,RSA,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,3
168984,Emmeline Ndongue,F,France,FRA,2012,Summer,London,Basketball,Basketball Women's Basketball,Silver,2
168986,Astou Gueye,F,Spain,ESP,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver,2
169007,Drago Neagu,M,Romania,ROU,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Pairs,Silver,2
169015,Blaine Neal,M,United States,USA,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze,1
169018,Lia Neal,F,United States,USA,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,1
169019,Lia Neal,F,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,2
169031,Leah Neale,F,Australia,AUS,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,2
169035,Cynthia Neale-ishoy,F,Canada,CAN,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,1
169042,Gail (-yeoh),F,Australia,AUS,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Individual Medley,Gold,3
169044,Philip Neame,M,Great Britain,GBR,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Double Shot, Team",Gold,3
169050,Gyrgy Nbald,M,Hungary,HUN,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Bronze,1
169052,Gyrgy Nbald,M,Hungary,HUN,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",Gold,3
169054,Gyrgy Nbald,M,Hungary,HUN,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Team",Silver,2
169055,Rudolf Nbald,M,Hungary,HUN,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Bronze,1
169079,Josef Neckermann,M,Germany,GER,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze,1
169081,Josef Neckermann,M,Germany,GER,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,3
169082,Josef Neckermann,M,West Germany,FRG,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,2
169083,Josef Neckermann,M,West Germany,FRG,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,3
169084,Josef Neckermann,M,West Germany,FRG,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze,1
169085,Josef Neckermann,M,West Germany,FRG,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,2
169100,Veronica Necula,F,Romania,ROU,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Bronze,1
169101,Veronica Necula,F,Romania,ROU,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver,2
169102,Veronica Necula,F,Romania,ROU,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Silver,2
169104,Maria Neculi,F,Romania,ROU,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Silver,2
169119,Paul Nedelcovici,M,Romania,ROU,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Bronze,1
169141,Iliyan Nedkov,M,Bulgaria,BUL,1980,Summer,Moskva,Judo,Judo Men's Half-Lightweight,Bronze,1
169148,Nemanja Nedovi,M,Serbia,SRB,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver,2
169168,Edmond Neefs,M,Univ. of Brussels,BEL,1900,Summer,Paris,Football,Football Men's Football,Bronze,1
169177,Catharina Neelissen,F,Netherlands,NED,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Bronze,1
169198,Ryk Neethling,M,South Africa,RSA,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,3
169214,Karel Neffe,M,Czechoslovakia,TCH,1972,Summer,Munich,Rowing,Rowing Men's Coxed Fours,Bronze,1
169242,Marcelo Negro,M,Brazil,BRA,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,Gold,3
169251,Gheorghe Negrea,M,Romania,ROU,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Heavyweight,Silver,2
169269,Marco Negri,M,Italy,ITA,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Bronze,1
169272,Luciano Negrini,M,Italy,ITA,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Silver,2
169276,Alfonso Negro,M,Italy,ITA,1936,Summer,Berlin,Football,Football Men's Football,Gold,3
169313,Saina Nehwal,F,India,IND,2012,Summer,London,Badminton,Badminton Women's Singles,Bronze,1
169333,Michael Neill,M,United States,USA,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold,3
169334,Jade Neilsen,F,Australia,AUS,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,2
169338,Hugh Neilson,M,Scotland-3,GBR,1908,Summer,London,Hockey,Hockey Men's Hockey,Bronze,1
169339,Sandra (-bell),F,United States,USA,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,Gold,3
169340,Sandra (-bell),F,United States,USA,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,3
169341,Sandra (-bell),F,United States,USA,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,3
169342,Terence Neilson,M,Canada,CAN,1984,Summer,Los Angeles,Sailing,Sailing Mixed One Person Dinghy,Bronze,1
169346,Kathrin Neimke,F,East Germany,GDR,1988,Summer,Seoul,Athletics,Athletics Women's Shot Put,Silver,2
169347,Kathrin Neimke,F,Germany,GER,1992,Summer,Barcelona,Athletics,Athletics Women's Shot Put,Bronze,1
169356,Kersten -kriesel),F,East Germany,GDR,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Gold,3
169359,Daryll Neita,F,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,1
169361,Rdiger Neitzel,M,West Germany,FRG,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Silver,2
169363,Gary Neiwand,M,Australia,AUS,1988,Summer,Seoul,Cycling,Cycling Men's Sprint,Bronze,1
169364,Gary Neiwand,M,Australia,AUS,1992,Summer,Barcelona,Cycling,Cycling Men's Sprint,Silver,2
169366,Gary Neiwand,M,Australia,AUS,2000,Summer,Sydney,Cycling,Cycling Men's Keirin,Silver,2
169367,Gary Neiwand,M,Australia,AUS,2000,Summer,Sydney,Cycling,Cycling Men's Team Sprint,Bronze,1
169384,Katsutoshi Nekoda,M,Japan,JPN,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze,1
169385,Katsutoshi Nekoda,M,Japan,JPN,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,Silver,2
169386,Katsutoshi Nekoda,M,Japan,JPN,1972,Summer,Munich,Volleyball,Volleyball Men's Volleyball,Gold,3
169393,Irina Nekrasova,F,Kazakhstan,KAZ,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Middleweight,Silver,2
169408,Andr Nelis,M,Belgium,BEL,1956,Summer,Melbourne,Sailing,Sailing Mixed One Person Dinghy,Silver,2
169409,Andr Nelis,M,Belgium,BEL,1960,Summer,Roma,Sailing,Sailing Mixed One Person Dinghy,Bronze,1
169423,Bryshon Nellum,M,United States,USA,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,2
169431,Adam Nelson,M,United States,USA,2000,Summer,Sydney,Athletics,Athletics Men's Shot Put,Silver,2
169432,Adam Nelson,M,United States,USA,2004,Summer,Athina,Athletics,Athletics Men's Shot Put,Gold,3
169453,Frank Nelson,M,United States,USA,1912,Summer,Stockholm,Athletics,Athletics Men's Pole Vault,Silver,2
169459,Juan Duggan,M,Argentina,ARG,1924,Summer,Paris,Polo,Polo Men's Polo,Gold,3
169466,John Nelson,M,United States,USA,1964,Summer,Tokyo,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,2
169467,John Nelson,M,United States,USA,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,Bronze,1
169470,John Nelson,M,United States,USA,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,3
169479,Lianne Nelson-bennion,F,United States,USA,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Silver,2
169498,William Nelson,M,United States,USA,1904,Summer,St. Louis,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze,1
169501,Dmitry Nelyubin,M,Soviet Union,URS,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,3
169506,Olena (kuznietsova-),F,Soviet Union,URS,1988,Summer,Seoul,Handball,Handball Women's Handball,Bronze,1
169520,Zsolt Nemcsik,M,Hungary,HUN,2004,Summer,Athina,Fencing,"Fencing Men's Sabre, Individual",Silver,2
169525,Josef Nmec,M,Czechoslovakia,TCH,1960,Summer,Roma,Boxing,Boxing Men's Heavyweight,Bronze,1
169534,Petr Nmec,M,Czechoslovakia,TCH,1980,Summer,Moskva,Football,Football Men's Football,Gold,3
169537,Bohumil Nmeek,M,Czechoslovakia,TCH,1960,Summer,Roma,Boxing,Boxing Men's Light-Welterweight,Gold,3
169550,Zoltn Nemere,M,Hungary,HUN,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",Gold,3
169552,Zoltn Nemere,M,Hungary,HUN,1968,Summer,Mexico City,Fencing,"Fencing Men's epee, Team",Gold,3
169555,Iosif Nemes,M,Romania,ROU,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Bronze,1
169570,Ferenc Nmeth,M,Hungary,HUN,1960,Summer,Roma,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold,3
169571,Ferenc Nmeth,M,Hungary,HUN,1960,Summer,Roma,Modern Pentathlon,Modern Pentathlon Men's Team,Gold,3
169572,Helga Nmeth,F,Hungary,HUN,1996,Summer,Atlanta,Handball,Handball Women's Handball,Bronze,1
169573,Imre Nmeth,M,Hungary,HUN,1948,Summer,London,Athletics,Athletics Men's Hammer Throw,Gold,3
169574,Imre Nmeth,M,Hungary,HUN,1952,Summer,Helsinki,Athletics,Athletics Men's Hammer Throw,Bronze,1
169575,Jnos Nmeth,M,Hungary,HUN,1932,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold,3
169576,Jnos Nmeth,M,Hungary,HUN,1936,Summer,Berlin,Water Polo,Water Polo Men's Water Polo,Gold,3
169585,Mikls Nmeth,M,Hungary,HUN,1976,Summer,Montreal,Athletics,Athletics Men's Javelin Throw,Gold,3
169596,Erzsbet Nmeth-csajbk,F,Hungary,HUN,1976,Summer,Montreal,Handball,Handball Women's Handball,Bronze,1
169618,Angla Nmeth-rnky,F,Hungary,HUN,1968,Summer,Mexico City,Athletics,Athletics Women's Javelin Throw,Gold,3
169622,Marianna Nmethov-krajrov,F,Czechoslovakia,TCH,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Silver,2
169628,Marianna Nmethov-krajrov,F,Czechoslovakia,TCH,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Team All-Around,Silver,2
169650,Edgar Nemir,M,United States,USA,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,2
169657,Aleksey Nemov,M,Russia,RUS,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Individual All-Around,Silver,2
169658,Aleksey Nemov,M,Russia,RUS,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold,3
169659,Aleksey Nemov,M,Russia,RUS,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,1
169660,Aleksey Nemov,M,Russia,RUS,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Horse Vault,Gold,3
169662,Aleksey Nemov,M,Russia,RUS,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,1
169664,Aleksey Nemov,M,Russia,RUS,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,1
169665,Aleksey Nemov,M,Russia,RUS,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,Gold,3
169666,Aleksey Nemov,M,Russia,RUS,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1
169667,Aleksey Nemov,M,Russia,RUS,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,Silver,2
169669,Aleksey Nemov,M,Russia,RUS,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,1
169670,Aleksey Nemov,M,Russia,RUS,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,3
169672,Aleksey Nemov,M,Russia,RUS,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,1
169681,Vladimir Nemshilov,M,Soviet Union,URS,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,1
169691,Milan Nenadi,M,Yugoslavia,YUG,1972,Summer,Munich,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,1
169693,Franco Nenci,M,Italy,ITA,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Welterweight,Silver,2
169720,August Neo,M,Estonia,EST,1936,Summer,Berlin,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,1
169721,August Neo,M,Estonia,EST,1936,Summer,Berlin,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver,2
169737,Karel Nepomuck,M,Czechoslovakia,TCH,1964,Summer,Tokyo,Football,Football Men's Football,Silver,2
169743,Milan Nerali,M,Austria,AUT,1900,Summer,Paris,Fencing,"Fencing Men's Sabre, Masters, Individual",Bronze,1
169750,Nergin Enkhbat,M,Mongolia,MGL,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,Bronze,1
169761,Romeo Neri,M,Italy,ITA,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,2
169764,Romeo Neri,M,Italy,ITA,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,Gold,3
169765,Romeo Neri,M,Italy,ITA,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold,3
169767,Romeo Neri,M,Italy,ITA,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,Gold,3
169778,Stefanie Nerius,F,Germany,GER,2004,Summer,Athina,Athletics,Athletics Women's Javelin Throw,Silver,2
169780,Manfred Nerlinger,M,West Germany,FRG,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,1
169781,Manfred Nerlinger,M,West Germany,FRG,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,2
169782,Manfred Nerlinger,M,Germany,GER,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,1
169788,Spartaco Nerozzi,M,Pistoja/Firenze,ITA,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1
169810,Stephanie Nesbitt,F,United States,USA,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,1
169821,Mauro Nespoli,M,Italy,ITA,2008,Summer,Beijing,Archery,Archery Men's Team,Silver,2
169823,Mauro Nespoli,M,Italy,ITA,2012,Summer,London,Archery,Archery Men's Team,Gold,3
169845,Yuliya (bartsevich-),F,Belarus,BLR,2004,Summer,Athina,Athletics,Athletics Women's 100 metres,Gold,3
169850,Yury Nesterov,M,Soviet Union,URS,1988,Summer,Seoul,Handball,Handball Men's Handball,Gold,3
169869,Daniel Nestor,M,Canada,CAN,2000,Summer,Sydney,Tennis,Tennis Men's Doubles,Gold,3
169882,Mikhail Nestruyev,M,Russia,RUS,2004,Summer,Athina,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver,2
169883,Mikhail Nestruyev,M,Russia,RUS,2004,Summer,Athina,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold,3
169888,Anthony Nesty,M,Suriname,SUR,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Butterfly,Gold,3
169890,Anthony Nesty,M,Suriname,SUR,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Butterfly,Bronze,1
169901,Mariya Netesova,F,Russia,RUS,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,3
169902,Acer Nethercott,M,Great Britain,GBR,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Silver,2
169906,Jos Neto,M,Brazil,BRA,1988,Summer,Seoul,Football,Football Men's Football,Silver,2
169907,Norberto Neto,M,Brazil,BRA,2012,Summer,London,Football,Football Men's Football,Silver,2
169924,Claude Netter,M,France,FRA,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Team",Gold,3
169926,Claude Netter,M,France,FRA,1956,Summer,Melbourne,Fencing,"Fencing Men's Foil, Team",Silver,2
169928,Mildrette -graves),F,United States,USA,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,3
169936,Igor Netto,M,Soviet Union,URS,1956,Summer,Melbourne,Football,Football Men's Football,Gold,3
169962,Wolf-Rdiger Netz,M,East Germany,GDR,1980,Summer,Moskva,Football,Football Men's Football,Silver,2
169981,Dagmar (rbsam-),F,East Germany,GDR,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,1
169997,Klaus-Dieter Neubert,M,East Germany,GDR,1972,Summer,Munich,Rowing,Rowing Men's Coxed Pairs,Gold,3
170016,Kevin Neufeld,M,Canada,CAN,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Gold,3
170028,Karl Neukirch,M,Germany,GER,1896,Summer,Athina,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",Gold,3
170030,Karl Neukirch,M,Germany,GER,1896,Summer,Athina,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",Gold,3
170032,Alfred (neiland-),M,Estonia,EST,1920,Summer,Antwerpen,Weightlifting,Weightlifting Men's Lightweight,Gold,3
170033,Alfred (neiland-),M,Estonia,EST,1924,Summer,Paris,Weightlifting,Weightlifting Men's Middleweight,Silver,2
170062,Annett Neumann,F,Germany,GER,1992,Summer,Barcelona,Cycling,Cycling Women's Sprint,Silver,2
170064,Bruno Neumann,M,Germany,GER,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Bronze,1
170068,Carlheinz Neumann,M,Germany,GER,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Gold,3
170079,Otto Neumann,M,Germany,GER,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,2
170080,Paul (-newman),M,Austria,AUT,1896,Summer,Athina,Swimming,Swimming Men's 500 metres Freestyle,Gold,3
170114,Karl Neumer,M,Germany,GER,1908,Summer,London,Cycling,Cycling Men's Sprint,Bronze,1
170116,Karl Neumer,M,Germany,GER,1908,Summer,London,Cycling,"Cycling Men's Team Pursuit, 1,980 yards",Silver,2
170120,Daniela Neunast,F,East Germany,GDR,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Gold,3
170121,Daniela Neunast,F,Germany,GER,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Bronze,1
170142,Uwe Neupert,M,East Germany,GDR,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver,2
170155,Gnther Neureuther,M,West Germany,FRG,1976,Summer,Montreal,Judo,Judo Men's Heavyweight,Silver,2
170157,Gnther Neureuther,M,West Germany,FRG,1984,Summer,Los Angeles,Judo,Judo Men's Half-Heavyweight,Bronze,1
170162,Peter Neusel,M,Germany,GER,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,Gold,3
170164,Kiley Neushul,F,United States,USA,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold,3
170174,Juan Gonzlez,M,Germany,GER,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Gold,3
170175,Pauli Nevala,M,Finland,FIN,1964,Summer,Tokyo,Athletics,Athletics Men's Javelin Throw,Gold,3
170179,Lauri Nevalainen,M,Finland,FIN,1952,Summer,Helsinki,Rowing,Rowing Men's Coxless Fours,Bronze,1
170192,Leandro Neves,M,Brazil,BRA,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Silver,2
170195,Thiago Augusto,M,Brazil,BRA,2008,Summer,Beijing,Football,Football Men's Football,Bronze,1
170209,Mary Nevill,F,Great Britain,GBR,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Bronze,1
170211,David Neville,M,United States,USA,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,Bronze,1
170212,David Neville,M,United States,USA,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,3
170221,John Nevin,M,Ireland,IRL,2012,Summer,London,Boxing,Boxing Men's Bantamweight,Silver,2
170223,George Nevinson,M,Great Britain,GBR,1908,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold,3
170248,Vladimir Nevzorov,M,Soviet Union,URS,1976,Summer,Montreal,Judo,Judo Men's Half-Middleweight,Gold,3
170250,Sybil Newall,F,Great Britain,GBR,1908,Summer,London,Archery,Archery Women's Double National Round,Gold,3
170253,George Newberry,M,Great Britain,GBR,1952,Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,1
170264,Robert Newbery,M,Australia,AUS,2000,Summer,Sydney,Diving,Diving Men's Synchronized Springboard,Bronze,1
170268,Robert Newbery,M,Australia,AUS,2004,Summer,Athina,Diving,Diving Men's Synchronized Springboard,Bronze,1
170269,Robert Newbery,M,Australia,AUS,2004,Summer,Athina,Diving,Diving Men's Synchronized Platform,Bronze,1
170273,Stephen Newbold,M,Bahamas,BAH,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,1
170299,Frederick Newhouse,M,United States,USA,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,Silver,2
170300,Frederick Newhouse,M,United States,USA,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,3
170342,Alan Newton,M,Great Britain,GBR,1952,Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,1
170345,Arthur Newton,M,United States,USA,1904,Summer,St. Louis,Athletics,Athletics Men's Marathon,Bronze,1
170346,Arthur Newton,M,United States,USA,1904,Summer,St. Louis,Athletics,"Athletics Men's 2,590 metres Steeplechase",Bronze,1
170347,Arthur Newton,M,New York Athletic Club,USA,1904,Summer,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Gold,3
170348,Chester Newton,M,United States,USA,1924,Summer,Paris,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,2
170349,Clarence Newton,M,Canada,CAN,1920,Summer,Antwerpen,Boxing,Boxing Men's Lightweight,Bronze,1
170351,Christopher Newton,M,Great Britain,GBR,2000,Summer,Sydney,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,1
170352,Christopher Newton,M,Great Britain,GBR,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,2
170354,Christopher Newton,M,Great Britain,GBR,2008,Summer,Beijing,Cycling,Cycling Men's Points Race,Bronze,1
170355,Francis Newton,M,United States,USA,1904,Summer,St. Louis,Golf,Golf Men's Individual,Bronze,1
170356,Francis Newton,M,Trans-Mississippi Golf Association-2,USA,1904,Summer,St. Louis,Golf,Golf Men's Team,Silver,2
170367,Samuel Newton,M,Canada,CAN,1924,Summer,Paris,Shooting,"Shooting Men's Trap, Team",Silver,2
170371,Charles Robinson,M,Great Britain,GBR,1906,Summer,Athina,Fencing,"Fencing Men's epee, Team",Silver,2
170377,Neymar Jnior,M,Brazil,BRA,2012,Summer,London,Football,Football Men's Football,Silver,2
170378,Neymar Jnior,M,Brazil,BRA,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold,3
170402,Timothey N'guessan,M,France,FRA,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver,2
170488,Noah Ngeny,M,Kenya,KEN,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",Gold,3
170507,Daniel Kome,M,Cameroon,CMR,2000,Summer,Sydney,Football,Football Men's Football,Gold,3
170517,John Kamau,M,Kenya,KEN,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",Gold,3
170518,Aaron Nguimbat,M,Cameroon,CMR,2000,Summer,Sydney,Football,Football Men's Football,Gold,3
170552,Marcel Nguyen,M,Germany,GER,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Silver,2
